title,movie_id,tags
Along Came Polly,5966,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there. Comedy Romance beach honeymoon bride chance risk relation longisland romanticcomedy comedy scubadiving unfaithfulness losangeles artgallery danceclass oppositesattract caribbean commitment danceclub neurotic bagpipes chanceencounter insuranceriskmanager BenStiller JenniferAniston PhilipSeymourHoffman JohnHamburg"
Licence to Kill,709,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge. Adventure Action Thriller corruption florida secretidentity liberationofprisoners drugtraffic floatplane transportofprisoners tankcar floridakeys coastguard airplane britishsecretservice TimothyDalton CareyLowell RobertDavi JohnGlen
Red Riding Hood,49730,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them. Fantasy Thriller Horror winter fantasy fairytale hood werewolf aftercreditsstinger duringcreditsstinger womandirector redridinghood AmandaSeyfried GaryOldman BillyBurke CatherineHardwicke"
One for the Money,54054,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter. Action Comedy Crime bountyhunter basedonnovel romance framed bailjumper womandirector KatherineHeigl JasonO'Mara DanielSunjata JulieAnneRobinson"
The Warrior's Way,46528,"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush. Adventure Fantasy Action Western Thriller assassin smalltown forest revenge deception superspeed surpriseending KateBosworth JangDong-gun GeoffreyRush SngmooLee"
8 Mile,65,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke. Drama individual streetgang adolescence rapmusic hip-hop rhymebattle trailerpark ethnicstereotype single detroit eminem Eminem MekhiPhifer BrittanyMurphy CurtisHanson"
Why I Did (Not) Eat My Father,280391,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers. Adventure Comedy Animation animation evolution humanity JamelDebbouze AriéElmaleh MélissaTheuriau JamelDebbouze"
Man on a Ledge,49527,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled. Action Thriller Crime deception newyorkcity rooftop diamondheist framedforacrime escapedprisoner negotiator SamWorthington ElizabethBanks JamieBell AsgerLeth"
American Hustle,168672,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia. Drama Crime conartist scam mobster fbiagent ChristianBale BradleyCooper AmyAdams DavidO.Russell"
The Proposal,18240,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her. Comedy Romance Drama fictitiousmarriage deportation immigrationlaw romanticcomedy alaska nakedscene co-worker humiliation bookeditor fakeboyfriend duringcreditsstinger womandirector pretendrelationship SandraBullock RyanReynolds MarySteenburgen AnneFletcher"
Back to the Future Part II,165,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again. Adventure Comedy Family ScienceFiction skateboarding flyingcar carrace delorean lightning almanac inventor timetravel sequel diner alternatehistory teenager electricguitar walkingcane highschooldance hoverboard videophone MichaelJ.Fox ChristopherLloyd LeaThompson RobertZemeckis"
Lucy,240832,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic. Action ScienceFiction artificialintelligence telepathy intelligence drugmule telekinesis futuristic drug superpower toughgirl imax surgery braincapacity syntheticdrug humanbrain ScarlettJohansson MorganFreeman ChoiMin-sik LucBesson"
Fifty Shades of Grey,216015,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure. Drama Romance Thriller basedonnovel perversion spanking billionaire bdsm womandirector DakotaJohnson JamieDornan JenniferEhle SamTaylor-Johnson"
Lone Survivor,193756,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived. Action Drama Thriller War war survival navyseal military dangerousmission MarkWahlberg TaylorKitsch EmileHirsch PeterBerg"
The Conjuring 2,259693,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits. Horror londonengland england 1970s spirit singlemother demon paranormalinvestigation demonicpossession valak annabelle PatrickWilson VeraFarmiga MadisonWolfe JamesWan
The Social Network,37799,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications. Drama hacker hacking creator fratparty socialnetwork deposition intellectualproperty entrepreneur arrogance youngentrepreneur facebook JesseEisenberg AndrewGarfield JustinTimberlake DavidFincher"
He's Just Not That Into You,10184,"Remember that really cute guy who said he'd call – and didn't? Maybe he lost your number. Maybe he's in the hospital. Maybe he's awed by your beauty, brains or success. Or maybe... he's just not that into you. Comedy Romance Drama relationship ensemblecast duringcreditsstinger BenAffleck JenniferAniston DrewBarrymore KenKwapis"
Back to the Future Part III,196,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen. Adventure Comedy Family ScienceFiction railroadrobber california delorean indianterritory sportscar inventor locomotive saloon horsebackriding timetravel outlaw sequel madscientist nativeamerican western shootout gunfight train wildwest cavalry MichaelJ.Fox ChristopherLloyd MarySteenburgen RobertZemeckis"
Julie & Julia,24803,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible. Romance Drama cooking book cookbook blog recipe womandirector publishing MerylStreep AmyAdams StanleyTucci NoraEphron"
The Talented Mr. Ripley,1213,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder. Thriller Crime Drama venice italy gay newyork lovesickness doublelife dualidentity jealousy secretidentity newlove homicide atlanticocean newidentity plannedmurder prosecution yacht ship inferiority falseidentity beguilement rejection inferioritycomplex oceanliner friendship homosexuality wealth cowardliness envy MattDamon GwynethPaltrow JudeLaw AnthonyMinghella"
The Intern,257211,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin. Comedy intern womandirector RobertDeNiro AnneHathaway ReneRusso NancyMeyers"
Ride Along 2,323675,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product. Action Comedy police sequel policeofficer brother-in-lawbrother-in-lawrelationship blackmen buddyfilm KevinHart IceCube OliviaMunn TimStory"
Sin City,187,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care. Action Thriller Crime dystopia basedoncomicbook heldcaptive basedongraphicnovel blackandwhiteandcolor blackandwhitescene blackandwhitetocolor mysteriouskiller doingtherightthing mercedes silhouette neo-noir JessicaAlba DevonAoki CliveOwen RobertRodriguez FrankMiller"
Vantage Point,7461,The attempted assassination of the American President is told and re-told from several different perspectives. Drama Action Thriller Crime bomb terror spain usapresident terrorist waragainstterror camera carjourney press television camcorder bodyguard safety terrorcell limousine media securityguard DennisQuaid MatthewFox ForestWhitaker PeteTravis
"I Love You, Man",16538,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates."" Comedy poker bondage duringcreditsstinger PaulRudd JasonSegel RashidaJones JohnHamburg"
17 Again,16996,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all. Comedy highschool bullying highschoolsports fakeidentity adultasachild doover ZacEfron LeslieMann MatthewPerry BurrSteers"
The Final Destination,19912,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end. Horror Mystery carrace dyinganddeath plan stock-car-race carcrash premonition gore vision BobbyCampo ShantelVanSanten NickZano DavidR.Ellis"
Get Him to the Greek,32823,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show. Comedy aftercreditsstinger JonahHill RussellBrand RoseByrne NicholasStoller"
Shall We Dance?,4380,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons. Drama Romance Comedy jealousy wifehusbandrelationship dancingmaster RichardGere JenniferLopez SusanSarandon PeterChelsom"
The Lincoln Lawyer,50348,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills. Crime Drama Thriller judge arrest jury privateinvestigator MatthewMcConaughey MarisaTomei RyanPhillippe BradFurman
Unknown,48138,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him. Action Mystery Thriller taxi hotel coma taxidriver prince briefcase hospital stolenidentity LiamNeeson DianeKruger JanuaryJones JaumeCollet-Serra"
The Prestige,1124,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences. Drama Mystery Thriller competition secret obsession magic dyinganddeath classsociety illusion tricks hostility class rivalry HughJackman ChristianBale MichaelCaine ChristopherNolan"
Escape from Planet Earth,68179,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet. Animation Comedy Adventure Family ScienceFiction spaceship alien rescue escape planet astronaut Γη missioncontrol BrendanFraser RobCorddry RickyGervais CallanBrunker
The Living Daylights,708,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious. Action Adventure Thriller londonengland smugglingofarms prison england assassination spy falselyaccused secretidentity countryestate armsdeal russia drugtraffic secretmission secretintelligenceservice kgb villain renegade specialcar tangiermorocco bigwheel pipeline cello orchestra freedomfighter czechoslovakia bratislava afghanistan airplane schlossschönbrunn escape moscow vienna TimothyDalton Maryamd'Abo JeroenKrabbé JohnGlen
The Lake House,2044,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late. Romance Drama Mystery chicago writing architect future time architecture mysteriousletter nearfuture firstkiss romanticdrama passageoftime KeanuReeves SandraBullock ShohrehAghdashloo AlejandroAgresti"
The Odd Life of Timothy Green,71864,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears. Fantasy Drama Comedy Family green dodgeball incredibile timothy JenniferGarner JoelEdgerton RonLivingston PeterHedges"
Gothika,4970,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt. Horror Thriller amnesia mentalinstitution patient trust falseaccusations medication gothic mentalillness HalleBerry RobertDowneyJr. CharlesS.Dutton MathieuKassovitz"
Aliens vs Predator: Requiem,440,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town. Fantasy Action ScienceFiction Thriller Horror predator nationalguard hybrid alien morgue alienpossession triangle infestation xenomorph StevenPasquale ReikoAylesworth JohnOrtiz ColinStrause GregStrause"
Paul,39513,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run. Adventure Comedy ScienceFiction sandiego area51 alienspacecraft hitwithachair shotintheknee duringcreditsstinger 1980s SethRogen SimonPegg NickFrost GregMottola"
Scream 4,41446,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger. Horror Mystery sheriff book knife horror rescue author maskedkiller hospital corpse DavidArquette NeveCampbell CourteneyCox WesCraven"
Final Destination 5,55779,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda. Horror Mystery premonition deathbyaccident crash endishere duringcreditsstinger 3d EmmaBell NicholasD'Agosto MilesFisher StevenQuale"
Drillbit Taylor,8457,"Three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash. Comedy prison jealousy homelessperson beach parentskidsrelationship fight bodyguard protection nerd highschool substituteteacher campus teacher principal celebration schoolbus aftercreditsstinger schoollife teachersandstudents OwenWilson LeslieMann JoshPeck StevenBrill"
Extremely Loud & Incredibly Close,64685,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock. Drama basedonnovel autism key scavengerhunt deathoffather youngboy newyorkcity tambourine lock grieving post9/11 ThomasHorn TomHanks SandraBullock StephenDaldry"
Morning Glory,38357,"A young and devoted morning television producer is hired as an executive producer on a long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories. Comedy Drama Romance workethic tvmorningshow tvreporter RachelMcAdams HarrisonFord PatrickWilson RogerMichell"
Rent,1833,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life. Drama Romance gay sex aids musical hiv basedonplay africanamerican rockopera missingperson hivpositive homemovie mugging telephonecall  lowereastside AnthonyRapp AdamPascal RosarioDawson ChrisColumbus"
The Reaping,1683,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp. Horror river miracle bible louisiana frog grasshopper faith HilarySwank DavidMorrissey IdrisElba StephenHopkins"
Colombiana,62835,"Zoe Saldana plays a young woman who, after witnessing her parents’ murder as a child in Bogota, grows up to be a stone-cold assassin. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target: the mobster responsible for her parents' death. Action Thriller Crime Drama streetgang uncle femaleassassin witnesstomurder ZoeSaldana CliffCurtis CallumBlue OlivierMegaton"
Marie Antoinette,1887,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles. Drama History shoe voiceover rite theatreaudience brideandgroom deathofking applause womandirector KirstenDunst JasonSchwartzman JudyDavis SofiaCoppola"
Fantastic Mr. Fox,10315,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family. Adventure Animation Comedy Family fox tree peasant revenge cider tale farmlife GeorgeClooney MerylStreep JasonSchwartzman WesAnderson"
Memoirs of an Invisible Man,2687,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life. Comedy Fantasy ScienceFiction invisibleman ChevyChase DarylHannah SamNeill JohnCarpenter"
Amélie,194,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story? Comedy Romance paris lovetriangle ghosttrain sex-shop shyness montmartre daughter gardengnome journeyroundtheworld photography AudreyTautou MathieuKassovitz Rufus Jean-PierreJeunet"
Big Miracle,78698,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose. Adventure Drama Romance whale alaska aftercreditsstinger duringcreditsstinger greenpeace animalprotection DrewBarrymore JohnKrasinski KristenBell KenKwapis"
Pandorum,19898,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined. Action Horror Mystery ScienceFiction Thriller dystopia spaceship survival mission BenFoster DennisQuaid CamGigandet ChristianAlvart"
A Thousand Words,72358,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja (Cliff Curtis) for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner. Drama Comedy liar literaryagent EddieMurphy AllisonJanney CliffCurtis BrianRobbins"
Disturbia,8271,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner. Thriller Drama Mystery kidnapping youngpeople ShiaLaBeouf SarahRoemer Carrie-AnneMoss D.J.Caruso"
The Hunting Party,5353,"An emerging journalist (Jesse Eisenberg), an experienced cameraman (Terrence Howard), and a discredited reporter (Richard Gere) find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad in a light-hearted thriller inspired by Scott Anderson's popular Esquire article. The Weinstein Company provides stateside Action Adventure Thriller Drama civilwar spy hotel journalist journalism warcrimes hiddencamera warvictim warcorrespondent war balkanwar serbia RichardGere TerrenceHoward JamesBrolin RichardShepard"
Snowpiercer,110415,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine. Action ScienceFiction Drama fathersonrelationship childlabour brothel winter allegory bridge post-apocalyptic dystopia hijackingoftrain basedoncomicbook dam rifle pregnant train violence basedongraphicnovel guilt revolt duplicity tunnel socialclass populationcontrol perpetualwinter cityruin ChrisEvans SongKang-ho EdHarris BongJoon-ho"
Because I Said So,1257,"In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control. Comedy mother guitar sistersisterrelationship profession newlove architect motherrole lonelyheartsad men clothing single motherdaughterrelationship losangeles fashion singlefather DianeKeaton MandyMoore GabrielMacht MichaelLehmann"
Frankenweenie,62214,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was. Animation Comedy Family shyness stopmotion blackandwhite retro dog animaldeath animallover CharlieTahan CatherineO'Hara MartinShort TimBurton"
Red Cliff,12289,"In the early third century, the land of Wu is invaded by the warlord Cao Cao and his million soldiers. The ruler of Wu, Sun Quan, calls on the rival warlord Liu Bei for help, but their two armies are still badly outnumbered. However, the Wu strategist Zhou Yu sees that Cao Cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly. Adventure Drama Action flamingarrow chinesehistory strategy carrierpigeon spearthrowing walloffire whitedove casualtyofwar arrowinback chinesetradition chinesepainting brokenarrow ChangChen HuJun TonyLeungChiu-Wai JohnWoo"
The Ugly Truth,20943,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result. Comedy Romance romanticcomedy romance tvmorningshow relationship oppositesattract KatherineHeigl GerardButler EricWinter RobertLuketic"
Water for Elephants,55787,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena. Drama Romance clown elephanttrainer veterinary RobertPattinson ReeseWitherspoon ChristophWaltz FrancisLawrence"
Enough,1957,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family. Drama Thriller waitress wifehusbandrelationship violenthusband self-defense violenceagainstwomen suspense marryrich abusivehusband JenniferLopez BillyCampbell JulietteLewis MichaelApted"
Angel Eyes,5852,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice. Drama Romance Thriller carcrash policeofficer JenniferLopez JimCaviezel JeremySisto LuisMandoki"
Precious,25793,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read. Drama aids illiteracy song unwillinglypregnant balloon school crying motorcycle GaboureySidibe Mo'Nique PaulaPatton LeeDaniels"
The Thing,1091,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills. Horror Mystery ScienceFiction ice spacemarine paranoia snowstorm norwegian researchstation remake alien antarctica shapeshiftingalien sleddogs KurtRussell KeithDavid WilfordBrimley JohnCarpenter
Riddick,87421,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction. ScienceFiction Action Thriller dystopia revenge alien planet imax VinDiesel KarlUrban KateeSackhoff DavidTwohy"
City of Ember,13600,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever. Adventure Family Fantasy undergroundworld mayor adventure post-apocalyptic dystopia puzzle box pipeworks SaoirseRonan HarryTreadaway MaryKayPlace GilKenan"
The 5th Wave,299687,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age. Adventure ScienceFiction basedonnovel dystopia alien alieninvasion humansubjugation environmentaldisaster basedonyoungadultnovel ChloëGraceMoretz NickRobinson AlexRoe JBlakeson
Creed,312221,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed. Drama underdog sport spinoff undergroundfighting motivationalspeaker boxing MichaelB.Jordan SylvesterStallone GrahamMcTavish RyanCoogler"
The Town,23168,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case. Crime Drama Thriller basedonnovel moneylaundering ambulance boston massachusetts bankmanager drugdealer florist flowershop hold-uprobbery volunteer stolenmoney friends carsetonfire bostongarden policechase bestfriend fenwaypark BenAffleck RebeccaHall JeremyRenner BenAffleck"
What to Expect When You're Expecting,76494,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners. Romance Comedy Drama basedonnovel adoption pregnant miscarriage expectantfather pregnantwife vomiting expectingtwins openaircinema givingbirth CameronDiaz JenniferLopez ElizabethBanks KirkJones"
Magnolia,334,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley. Drama farewell regret parentskidsrelationship suicideattempt becominganadult lossoffather dyinganddeath chance childprodigy daughter unsociability reconciliation JulianneMoore WilliamH.Macy JohnC.Reilly PaulThomasAnderson"
